focal.species,plot,subplot,treatment,neighbour.species,neighbour.abundance,notes
Monoculus monstrosus,1,3,C,Medicago minima,2,
Monoculus monstrosus,1,3,C,Podolepis canescens,1,
Monoculus monstrosus,1,3,C,Ptilotus gaudichaudii,8,
Monoculus monstrosus,1,3,C,unknown sp33,13,Wooly Succulent 11:54am 1_9_2018
Monoculus monstrosus,2,1,C,Calandrinia sp,42,
Monoculus monstrosus,2,1,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,2,1,C,Erodium cygnorum,1,
Monoculus monstrosus,2,1,C,Plantago debilis,4,
Monoculus monstrosus,2,1,C,Podolepis canescens,5,
Monoculus monstrosus,2,1,C,Pogonolepis muelleriana,2,
Monoculus monstrosus,2,1,C,Ptilotus gaudichaudii,8,
Monoculus monstrosus,2,2,C,Calandrinia sp,18,
Monoculus monstrosus,2,2,C,Gonocarpus nodulosus,2,
Monoculus monstrosus,2,2,C,Goodenia berardiana,1,
Monoculus monstrosus,2,2,C,Podolepis canescens,8,
Monoculus monstrosus,2,2,C,Pogonolepis muelleriana,3,
Monoculus monstrosus,2,2,C,Ptilotus gaudichaudii,15,
Monoculus monstrosus,2,2,C,Velleia rosea,3,
Monoculus monstrosus,2,2,C,Waitzia acuminata,1,
Monoculus monstrosus,2,3,C,Calandrinia sp,9,
Monoculus monstrosus,2,3,C,Monoculus monstrosus,3,
Monoculus monstrosus,2,3,C,Podolepis canescens,3,
Monoculus monstrosus,2,3,C,Pogonolepis muelleriana,4,
Monoculus monstrosus,2,3,C,Ptilotus gaudichaudii,2,
Monoculus monstrosus,2,3,C,unknown sp3,1,FLAT FERN
Monoculus monstrosus,2,3,C,Velleia rosea,1,
Monoculus monstrosus,2,3,C,Waitzia acuminata,1,
Monoculus monstrosus,3,1,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,3,1,C,Erodium cygnorum,1,
Monoculus monstrosus,3,1,C,Goodenia berardiana,3,
Monoculus monstrosus,3,1,C,Pentameris airoides,1,
Monoculus monstrosus,3,1,C,Podolepis canescens,2,
Monoculus monstrosus,3,1,C,Ptilotus gaudichaudii,2,
Monoculus monstrosus,3,1,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Monoculus monstrosus,3,1,C,Velleia rosea,3,
Monoculus monstrosus,3,2,C,Calandrinia sp,1,
Monoculus monstrosus,3,2,C,Erodium cygnorum,1,
Monoculus monstrosus,3,2,C,Haloragis odontocarpa,4,
Monoculus monstrosus,3,2,C,Medicago polymorpha,1,
Monoculus monstrosus,3,2,C,Monoculus monstrosus,1,
Monoculus monstrosus,3,2,C,Pentameris airoides,1,
Monoculus monstrosus,3,2,C,Podolepis canescens,1,
Monoculus monstrosus,3,3,C,Crassula sp,1,
Monoculus monstrosus,3,3,C,Goodenia berardiana,2,
Monoculus monstrosus,3,3,C,Haloragis odontocarpa,2,
Monoculus monstrosus,3,3,C,Monoculus monstrosus,1,
Monoculus monstrosus,3,3,C,Ptilotus gaudichaudii,3,
Monoculus monstrosus,3,3,C,Velleia rosea,2,
Monoculus monstrosus,3,3,C,Waitzia acuminata,1,
Monoculus monstrosus,4,1,C,Calandrinia sp,5,
Monoculus monstrosus,4,1,C,Medicago minima,1,
Monoculus monstrosus,4,1,C,Medicago polymorpha,3,
Monoculus monstrosus,4,1,C,Pentameris airoides,26,
Monoculus monstrosus,4,1,C,Podolepis canescens,4,
Monoculus monstrosus,4,1,C,Ptilotus gaudichaudii,5,
Monoculus monstrosus,4,2,C,Crassula sp,1,
Monoculus monstrosus,4,2,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,4,2,C,Goodenia berardiana,3,
Monoculus monstrosus,4,2,C,Podolepis canescens,5,
Monoculus monstrosus,4,2,C,Ptilotus gaudichaudii,3,
Monoculus monstrosus,4,2,C,Velleia rosea,7,
Monoculus monstrosus,4,3,C,Calotis hispidula,4,
Monoculus monstrosus,4,3,C,Erodium cygnorum,1,
Monoculus monstrosus,4,3,C,Pentameris airoides,1,
Monoculus monstrosus,4,3,C,Ptilotus gaudichaudii,3,
Monoculus monstrosus,4,3,C,Schoenus nanus,1,
Monoculus monstrosus,4,3,C,unknown sp3,1,FLAT FERN
Monoculus monstrosus,4,3,C,Velleia rosea,16,
Monoculus monstrosus,5,1,C,Crassula sp,1,
Monoculus monstrosus,5,1,C,Monoculus monstrosus,1,
Monoculus monstrosus,5,1,C,Pentameris airoides,2,
Monoculus monstrosus,5,1,C,Pogonolepis muelleriana,2,
Monoculus monstrosus,5,1,C,Ptilotus gaudichaudii,13,
Monoculus monstrosus,5,2,C,Calotis hispidula,1,
Monoculus monstrosus,5,2,C,Crassula sp,4,
Monoculus monstrosus,5,2,C,Pentameris airoides,2,
Monoculus monstrosus,5,2,C,Pogonolepis muelleriana,5,
Monoculus monstrosus,5,2,C,Ptilotus gaudichaudii,16,
Monoculus monstrosus,5,3,C,Calotis hispidula,1,
Monoculus monstrosus,5,3,C,Monoculus monstrosus,2,
Monoculus monstrosus,5,3,C,Podolepis canescens,2,
Monoculus monstrosus,5,3,C,Pogonolepis muelleriana,10,
Monoculus monstrosus,5,3,C,Ptilotus gaudichaudii,8,
Monoculus monstrosus,5,3,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Monoculus monstrosus,6,1,C,Haloragis odontocarpa,6,
Monoculus monstrosus,6,1,C,Hypochaeris glabra,6,
Monoculus monstrosus,6,1,C,Lawrencella rosea,1,
Monoculus monstrosus,6,1,C,Podolepis canescens,2,
Monoculus monstrosus,6,1,C,Schoenus nanus,2,
Monoculus monstrosus,6,1,C,Waitzia acuminata,3,
Monoculus monstrosus,6,2,C,Hypochaeris glabra,3,
Monoculus monstrosus,6,2,C,Nicotiana rotundifolia,2,
Monoculus monstrosus,6,2,C,Schoenus nanus,1,
Monoculus monstrosus,6,2,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Monoculus monstrosus,6,3,C,Dichopogon sp.,1,
Monoculus monstrosus,6,3,C,Gonocarpus nodulosus,1,
Monoculus monstrosus,6,3,C,Haloragis odontocarpa,1,
Monoculus monstrosus,6,3,C,Hypochaeris glabra,3,
Monoculus monstrosus,6,3,C,Monoculus monstrosus,2,
Monoculus monstrosus,6,3,C,Nicotiana rotundifolia,10,
Monoculus monstrosus,6,3,C,Podolepis canescens,1,
Monoculus monstrosus,6,3,C,Schoenus nanus,1,
Monoculus monstrosus,6,3,C,Waitzia acuminata,2,
Monoculus monstrosus,7,1,C,Goodenia berardiana,1,
Monoculus monstrosus,7,1,C,Haloragis odontocarpa,3,
Monoculus monstrosus,7,1,C,Pentameris airoides,1,
Monoculus monstrosus,7,1,C,Trachymene ornata,1,
Monoculus monstrosus,7,2,C,Arctotheca calendula,1,
Monoculus monstrosus,7,2,C,Ceratogyne obionoides,1,
Monoculus monstrosus,7,2,C,Haloragis odontocarpa,2,
Monoculus monstrosus,7,2,C,Monoculus monstrosus,2,
Monoculus monstrosus,7,2,C,Trachymene ornata,3,
Monoculus monstrosus,7,2,C,Waitzia acuminata,2,
Monoculus monstrosus,7,3,C,Arctotheca calendula,2,
Monoculus monstrosus,7,3,C,Bulbine semibarbata,2,
Monoculus monstrosus,7,3,C,Ceratogyne obionoides,1,
Monoculus monstrosus,7,3,C,Erodium cygnorum,2,
Monoculus monstrosus,7,3,C,Goodenia berardiana,7,
Monoculus monstrosus,7,3,C,Haloragis odontocarpa,1,
Monoculus monstrosus,7,3,C,Pentameris airoides,1,
Monoculus monstrosus,7,3,C,Trachymene ornata,4,
Monoculus monstrosus,8,1,C,Calandrinia sp,3,
Monoculus monstrosus,8,1,C,Crassula sp,6,
Monoculus monstrosus,8,1,C,Haloragis odontocarpa,1,
Monoculus monstrosus,8,1,C,Monoculus monstrosus,1,
Monoculus monstrosus,8,1,C,Pentameris airoides,1,
Monoculus monstrosus,8,1,C,Plantago debilis,25,
Monoculus monstrosus,8,1,C,Podolepis canescens,22,
Monoculus monstrosus,8,1,C,Ptilotus gaudichaudii,3,
Monoculus monstrosus,8,1,C,Velleia rosea,3,
Monoculus monstrosus,8,2,C,Calandrinia sp,1,
Monoculus monstrosus,8,2,C,Calotis hispidula,2,
Monoculus monstrosus,8,2,C,Crassula sp,18,
Monoculus monstrosus,8,2,C,Haloragis odontocarpa,2,
Monoculus monstrosus,8,2,C,Monoculus monstrosus,1,
Monoculus monstrosus,8,2,C,Pentameris airoides,2,
Monoculus monstrosus,8,2,C,Podolepis canescens,4,
Monoculus monstrosus,8,2,C,Ptilotus gaudichaudii,1,
Monoculus monstrosus,8,2,C,unknown sp3,1,FLAT FERN
Monoculus monstrosus,8,2,C,unknown sp8,8,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Monoculus monstrosus,8,2,C,Waitzia acuminata,2,
Monoculus monstrosus,8,3,C,Erodium cygnorum,1,
Monoculus monstrosus,8,3,C,Goodenia berardiana,1,
Monoculus monstrosus,8,3,C,Plantago debilis,8,
Monoculus monstrosus,8,3,C,Podolepis canescens,5,
Monoculus monstrosus,8,3,C,Ptilotus gaudichaudii,2,
Monoculus monstrosus,8,3,C,Waitzia acuminata,1,
Monoculus monstrosus,9,1,C,Boragia sp,1,
Monoculus monstrosus,9,1,C,Crassula sp,1,
Monoculus monstrosus,9,1,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,9,1,C,Medicago minima,2,
Monoculus monstrosus,9,1,C,Monoculus monstrosus,1,
Monoculus monstrosus,9,1,C,Pentameris airoides,1,
Monoculus monstrosus,9,2,C,Boragia sp,1,
Monoculus monstrosus,9,2,C,Calandrinia sp,1,
Monoculus monstrosus,9,2,C,Calotis hispidula,1,
Monoculus monstrosus,9,2,C,Crassula sp,3,
Monoculus monstrosus,9,2,C,Medicago minima,1,
Monoculus monstrosus,9,2,C,Monoculus monstrosus,1,
Monoculus monstrosus,9,2,C,Pentameris airoides,2,
Monoculus monstrosus,9,2,C,Pogonolepis muelleriana,2,
Monoculus monstrosus,9,2,C,Ptilotus gaudichaudii,3,
Monoculus monstrosus,9,2,C,unknow sp10,2,PHOTO 2:34 1/9
Monoculus monstrosus,9,2,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Monoculus monstrosus,9,3,C,Calandrinia sp,3,
Monoculus monstrosus,9,3,C,Monoculus monstrosus,2,
Monoculus monstrosus,9,3,C,Pentameris airoides,3,
Monoculus monstrosus,9,3,C,Podolepis canescens,5,
Monoculus monstrosus,9,3,C,Ptilotus gaudichaudii,1,
Monoculus monstrosus,9,3,C,unknow sp10,4,PHOTO 2:34 1/9
Monoculus monstrosus,10,1,C,Arctotheca calendula,1,
Monoculus monstrosus,10,1,C,Calandrinia sp,3,
Monoculus monstrosus,10,1,C,Calotis hispidula,2,
Monoculus monstrosus,10,1,C,Crassula sp,13,
Monoculus monstrosus,10,1,C,Goodenia pusilliflora,1,
Monoculus monstrosus,10,1,C,Monoculus monstrosus,2,
Monoculus monstrosus,10,1,C,Pentameris airoides,9,
Monoculus monstrosus,10,1,C,Pogonolepis muelleriana,10,
Monoculus monstrosus,10,1,C,Ptilotus gaudichaudii,1,
Monoculus monstrosus,10,1,C,Velleia rosea,1,
Monoculus monstrosus,10,2,C,Arctotheca calendula,1,
Monoculus monstrosus,10,2,C,Calandrinia sp,3,
Monoculus monstrosus,10,2,C,Calotis hispidula,1,
Monoculus monstrosus,10,2,C,Chthonocephalus pseudevax,1,
Monoculus monstrosus,10,2,C,Crassula sp,3,
Monoculus monstrosus,10,2,C,Medicago minima,1,
Monoculus monstrosus,10,2,C,Monoculus monstrosus,1,
Monoculus monstrosus,10,2,C,Pentameris airoides,6,
Monoculus monstrosus,10,2,C,Pogonolepis muelleriana,6,
Monoculus monstrosus,10,2,C,Ptilotus gaudichaudii,6,
Monoculus monstrosus,10,3,C,Calandrinia sp,11,
Monoculus monstrosus,10,3,C,Chthonocephalus pseudevax,11,
Monoculus monstrosus,10,3,C,Crassula sp,21,
Monoculus monstrosus,10,3,C,Medicago minima,1,
Monoculus monstrosus,10,3,C,Pentameris airoides,3,
Monoculus monstrosus,10,3,C,Pogonolepis muelleriana,10,
Monoculus monstrosus,10,3,C,Ptilotus gaudichaudii,2,
Monoculus monstrosus,11,1,C,Calandrinia sp,10,
Monoculus monstrosus,11,1,C,Crassula sp,4,
Monoculus monstrosus,11,1,C,Erodium cygnorum,1,
Monoculus monstrosus,11,1,C,Goodenia pusilliflora,5,
Monoculus monstrosus,11,1,C,Medicago minima,4,
Monoculus monstrosus,11,1,C,Medicago polymorpha,1,
Monoculus monstrosus,11,1,C,unknown sp31,1,UNK. SUCCULENT 2:59 1_9_2018
Monoculus monstrosus,11,1,C,Velleia rosea,1,
Monoculus monstrosus,11,2,C,Calandrinia sp,5,
Monoculus monstrosus,11,2,C,Crassula sp,6,
Monoculus monstrosus,11,2,C,Goodenia pusilliflora,2,
Monoculus monstrosus,11,2,C,Medicago minima,1,
Monoculus monstrosus,11,2,C,Medicago polymorpha,3,
Monoculus monstrosus,11,2,C,Ptilotus gaudichaudii,1,
Monoculus monstrosus,11,2,C,unknow sp12,1,PLANT 3:03
Monoculus monstrosus,11,3,C,Calandrinia sp,24,
Monoculus monstrosus,11,3,C,Calotis hispidula,3,
Monoculus monstrosus,11,3,C,Crassula sp,9,
Monoculus monstrosus,11,3,C,Goodenia pusilliflora,2,
Monoculus monstrosus,11,3,C,Medicago minima,4,
Monoculus monstrosus,11,3,C,Medicago polymorpha,4,
Monoculus monstrosus,11,3,C,Ptilotus gaudichaudii,2,
Monoculus monstrosus,11,3,C,unknow sp11,1,PLANT 3:02
Monoculus monstrosus,11,3,C,unknow sp12,1,PLANT 3:03 1_9_2018
Monoculus monstrosus,11,3,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Monoculus monstrosus,12,1,C,NA,NA,
Monoculus monstrosus,12,2,C,Arctotheca calendula,1,
Monoculus monstrosus,12,2,C,Calandrinia sp,16,
Monoculus monstrosus,12,2,C,Crassula sp,2,
Monoculus monstrosus,12,2,C,Medicago minima,6,
Monoculus monstrosus,12,2,C,Ptilotus gaudichaudii,1,
Monoculus monstrosus,12,2,C,Schoenus nanus,1,
Monoculus monstrosus,12,2,C,unknown sp26,1,UNK. Spp. 1:56 1/9/18
Monoculus monstrosus,12,2,C,unknown sp26,1,UNK. Spp. 1:58 1/9/18
Monoculus monstrosus,12,2,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Monoculus monstrosus,12,3,C,Calandrinia sp,10,
Monoculus monstrosus,12,3,C,Medicago polymorpha,1,
Monoculus monstrosus,12,3,C,unknown sp26,1,UNK. Spp. 1.58 1/9/18
Monoculus monstrosus,13,1,C,Bulbine semibarbata,1,
Monoculus monstrosus,13,1,C,Calandrinia sp,2,
Monoculus monstrosus,13,1,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,13,1,C,Goodenia berardiana,4,
Monoculus monstrosus,13,1,C,Haloragis odontocarpa,5,
Monoculus monstrosus,13,1,C,Pogonolepis muelleriana,1,
Monoculus monstrosus,13,2,C,Calandrinia sp,2,
Monoculus monstrosus,13,2,C,Crassula sp,3,
Monoculus monstrosus,13,2,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,13,2,C,Goodenia berardiana,5,
Monoculus monstrosus,13,2,C,Pogonolepis muelleriana,1,
Monoculus monstrosus,13,2,C,Velleia rosea,2,
Monoculus monstrosus,13,3,C,Brachyscome Iberidifolia,1,
Monoculus monstrosus,13,3,C,Calandrinia sp,6,
Monoculus monstrosus,13,3,C,Crassula sp,4,
Monoculus monstrosus,13,3,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,13,3,C,Goodenia berardiana,1,
Monoculus monstrosus,13,3,C,Pentameris airoides,1,
Monoculus monstrosus,13,3,C,Podolepis canescens,2,
Monoculus monstrosus,13,3,C,Pogonolepis muelleriana,3,
Monoculus monstrosus,13,3,C,Rhodanthe laevis,1,
Monoculus monstrosus,13,3,C,Velleia rosea,8,
Monoculus monstrosus,13,3,C,Waitzia acuminata,1,
Monoculus monstrosus,14,1,C,Calandrinia sp,2,
Monoculus monstrosus,14,1,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,14,1,C,Goodenia berardiana,1,
Monoculus monstrosus,14,1,C,Hyalosperma glutinosum,1,
Monoculus monstrosus,14,1,C,Pogonolepis muelleriana,1,
Monoculus monstrosus,14,1,C,Ptilotus gaudichaudii,1,
Monoculus monstrosus,14,1,C,unknown sp3,1,FLAT FERN
Monoculus monstrosus,14,1,C,Velleia rosea,18,
Monoculus monstrosus,14,1,C,Waitzia acuminata,1,
Monoculus monstrosus,14,2,C,Calandrinia sp,6,
Monoculus monstrosus,14,2,C,Cheilanthes austrotenuifolia,1,3%
Monoculus monstrosus,14,2,C,Crassula sp,1,
Monoculus monstrosus,14,2,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,14,2,C,Goodenia pusilliflora,18,
Monoculus monstrosus,14,2,C,Hyalosperma glutinosum,1,
Monoculus monstrosus,14,2,C,Monoculus monstrosus,2,
Monoculus monstrosus,14,2,C,Podolepis canescens,4,
Monoculus monstrosus,14,2,C,Pogonolepis muelleriana,4,
Monoculus monstrosus,14,2,C,Ptilotus gaudichaudii,1,
Monoculus monstrosus,14,2,C,unknown sp1,3,12:04 31/8 Plant
Monoculus monstrosus,14,2,C,Velleia rosea,4,
Monoculus monstrosus,14,3,C,Goodenia pusilliflora,2,
Monoculus monstrosus,14,3,C,Monoculus monstrosus,1,
Monoculus monstrosus,14,3,C,Pogonolepis muelleriana,1,
Monoculus monstrosus,14,3,C,Ptilotus gaudichaudii,1,
Monoculus monstrosus,15,1,C,NA,NA,
Monoculus monstrosus,15,2,C,NA,NA,
Monoculus monstrosus,15,3,C,NA,NA,
Monoculus monstrosus,16,1,C,Calandrinia sp,1,
Monoculus monstrosus,16,1,C,Cheilanthes austrotenuifolia,1,40%
Monoculus monstrosus,16,1,C,Crassula sp,7,
Monoculus monstrosus,16,1,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,16,1,C,Erodium cygnorum,1,
Monoculus monstrosus,16,1,C,Hydrocotyle pilifera,1,
Monoculus monstrosus,16,1,C,Pentameris airoides,9,
Monoculus monstrosus,16,1,C,Schoenus nanus,3,
Monoculus monstrosus,16,1,C,Velleia rosea,5,
Monoculus monstrosus,16,2,C,Calandrinia sp,5,
Monoculus monstrosus,16,2,C,Crassula sp,3,
Monoculus monstrosus,16,2,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,16,2,C,Monoculus monstrosus,1,
Monoculus monstrosus,16,2,C,Pentameris airoides,2,
Monoculus monstrosus,16,2,C,Pogonolepis muelleriana,2,
Monoculus monstrosus,16,2,C,Ptilotus gaudichaudii,4,
Monoculus monstrosus,16,2,C,Velleia rosea,3,
Monoculus monstrosus,16,2,C,Waitzia acuminata,1,
Monoculus monstrosus,16,3,C,Arctotheca calendula,1,
Monoculus monstrosus,16,3,C,Calandrinia sp,1,
Monoculus monstrosus,16,3,C,Crassula sp,3,
Monoculus monstrosus,16,3,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,16,3,C,Pentameris airoides,2,
Monoculus monstrosus,16,3,C,Pogonolepis muelleriana,5,
Monoculus monstrosus,16,3,C,Ptilotus gaudichaudii,7,
Monoculus monstrosus,16,3,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Monoculus monstrosus,16,3,C,Velleia rosea,3,
Pentameris airoides,1,1,C,Arctotheca calendula,5,
Pentameris airoides,1,1,C,Calandrinia sp,3,
Pentameris airoides,1,1,C,Crassula sp,3,
Pentameris airoides,1,1,C,Erodium cygnorum,1,
Pentameris airoides,1,1,C,Goodenia berardiana,1,
Pentameris airoides,1,1,C,Haloragis odontocarpa,5,
Pentameris airoides,1,1,C,Medicago minima,16,
Pentameris airoides,1,1,C,Pentameris airoides,12,
Pentameris airoides,1,1,C,Podolepis canescens,2,
Pentameris airoides,1,1,C,Ptilotus gaudichaudii,3,
Pentameris airoides,1,2,C,Arctotheca calendula,2,
Pentameris airoides,1,2,C,Bulbine semibarbata,2,
Pentameris airoides,1,2,C,Calandrinia sp,14,
Pentameris airoides,1,2,C,Crassula sp,6,
Pentameris airoides,1,2,C,Daucus glochidiatus,3,
Pentameris airoides,1,2,C,Goodenia berardiana,2,
Pentameris airoides,1,2,C,Haloragis odontocarpa,8,
Pentameris airoides,1,2,C,Medicago minima,4,
Pentameris airoides,1,2,C,Pentameris airoides,8,
Pentameris airoides,1,2,C,Podolepis canescens,2,
Pentameris airoides,1,2,C,Podolepis lessonii,1,
Pentameris airoides,1,2,C,Ptilotus gaudichaudii,2,
Pentameris airoides,1,2,C,Waitzia acuminata,1,
Pentameris airoides,1,3,C,Arctotheca calendula,2,
Pentameris airoides,1,3,C,Calotis hispidula,3,
Pentameris airoides,1,3,C,Cuscuta campestris,0,not on focal
Pentameris airoides,1,3,C,Daucus glochidiatus,2,
Pentameris airoides,1,3,C,Erodium cygnorum,1,
Pentameris airoides,1,3,C,Haloragis odontocarpa,9,
Pentameris airoides,1,3,C,Medicago minima,35,
Pentameris airoides,1,3,C,Omphalolappula concava,1,
Pentameris airoides,1,3,C,Pentameris airoides,8,
Pentameris airoides,1,3,C,Podolepis canescens,1,
Pentameris airoides,1,3,C,Ptilotus gaudichaudii,6,
Pentameris airoides,1,3,C,Sonchus oleraceus,1,
Pentameris airoides,2,1,C,Calandrinia sp,7,
Pentameris airoides,2,1,C,Cheilanthes austrotenuifolia,1,2%
Pentameris airoides,2,1,C,Haloragis odontocarpa,4,
Pentameris airoides,2,1,C,Hyalosperma glutinosum,14,
Pentameris airoides,2,1,C,Lawrencella rosea,1,
Pentameris airoides,2,1,C,Medicago polymorpha,1,
Pentameris airoides,2,1,C,Pentameris airoides,12,
Pentameris airoides,2,1,C,Plantago debilis,2,
Pentameris airoides,2,1,C,Podolepis lessonii,5,
Pentameris airoides,2,1,C,Waitzia acuminata,1,
Pentameris airoides,2,2,C,Calandrinia sp,6,
Pentameris airoides,2,2,C,Cheilanthes austrotenuifolia,1,4%
Pentameris airoides,2,2,C,Goodenia berardiana,1,
Pentameris airoides,2,2,C,Haloragis odontocarpa,2,
Pentameris airoides,2,2,C,Hyalosperma glutinosum,2,
Pentameris airoides,2,2,C,Pentameris airoides,7,
Pentameris airoides,2,2,C,Plantago debilis,6,
Pentameris airoides,2,2,C,Podolepis canescens,7,
Pentameris airoides,2,2,C,Podolepis lessonii,9,
Pentameris airoides,2,2,C,Ptilotus gaudichaudii,2,
Pentameris airoides,2,2,C,Waitzia acuminata,1,
Pentameris airoides,2,3,C,Calandrinia sp,6,
Pentameris airoides,2,3,C,Cheilanthes austrotenuifolia,1,5%
Pentameris airoides,2,3,C,Haloragis odontocarpa,4,
Pentameris airoides,2,3,C,Hyalosperma glutinosum,1,
Pentameris airoides,2,3,C,Hyalosperma glutinosum,1,
Pentameris airoides,2,3,C,Medicago polymorpha,1,
Pentameris airoides,2,3,C,Pentameris airoides,24,
Pentameris airoides,2,3,C,Plantago debilis,10,
Pentameris airoides,2,3,C,Podolepis canescens,4,
Pentameris airoides,2,3,C,Podolepis lessonii,5,
Pentameris airoides,2,3,C,Ptilotus gaudichaudii,1,
Pentameris airoides,3,1,C,NA,NA,
Pentameris airoides,3,2,C,Calandrinia sp,1,
Pentameris airoides,3,2,C,Calotis hispidula,1,
Pentameris airoides,3,2,C,Goodenia berardiana,4,
Pentameris airoides,3,2,C,Haloragis odontocarpa,2,
Pentameris airoides,3,2,C,Pogonolepis muelleriana,3,
Pentameris airoides,3,2,C,Ptilotus gaudichaudii,2,
Pentameris airoides,3,3,C,Arctotheca calendula,3,
Pentameris airoides,3,3,C,Calandrinia sp,2,
Pentameris airoides,3,3,C,Crassula sp,2,
Pentameris airoides,4,1,C,Crassula sp,2,
Pentameris airoides,4,1,C,Erodium cygnorum,1,
Pentameris airoides,4,1,C,Pentameris airoides,7,
Pentameris airoides,4,1,C,Pogonolepis muelleriana,6,
Pentameris airoides,4,1,C,Velleia rosea,1,
Pentameris airoides,4,2,C,Calandrinia sp,2,
Pentameris airoides,4,2,C,Chthonocephalus pseudevax,1,
Pentameris airoides,4,2,C,Crassula sp,11,
Pentameris airoides,4,2,C,Cuscuta campestris,0,not on focal
Pentameris airoides,4,2,C,Haloragis odontocarpa,1,
Pentameris airoides,4,2,C,Pentameris airoides,31,
Pentameris airoides,4,2,C,Pogonolepis muelleriana,4,
Pentameris airoides,4,2,C,Ptilotus gaudichaudii,1,
Pentameris airoides,4,2,C,Velleia rosea,2,
Pentameris airoides,4,3,C,Calotis hispidula,1,
Pentameris airoides,4,3,C,Chthonocephalus pseudevax,2,
Pentameris airoides,4,3,C,Crassula sp,3,
Pentameris airoides,4,3,C,Pentameris airoides,18,
Pentameris airoides,4,3,C,Pogonolepis muelleriana,2,
Pentameris airoides,4,3,C,unknown sp6 grass,1,GRASS spp. 2:04
Pentameris airoides,5,1,C,Bulbine semibarbata,1,
Pentameris airoides,5,1,C,Chthonocephalus pseudevax,55,
Pentameris airoides,5,1,C,Erodium cygnorum,2,
Pentameris airoides,5,1,C,Pentameris airoides,8,
Pentameris airoides,5,1,C,Pogonolepis muelleriana,16,
Pentameris airoides,5,1,C,unknown sp3,1,FLAT FERN
Pentameris airoides,5,1,C,Velleia rosea,10,
Pentameris airoides,5,2,C,Calandrinia sp,1,
Pentameris airoides,5,2,C,Chthonocephalus pseudevax,2,
Pentameris airoides,5,2,C,Crassula sp,14,
Pentameris airoides,5,2,C,Pentameris airoides,84,
Pentameris airoides,5,2,C,Pogonolepis muelleriana,2,
Pentameris airoides,5,2,C,unknown sp3,1,FLAT FERN
Pentameris airoides,5,2,C,Velleia rosea,1,
Pentameris airoides,5,2,C,Waitzia acuminata,1,
Pentameris airoides,5,3,C,Chthonocephalus pseudevax,41,
Pentameris airoides,5,3,C,Crassula sp,3,
Pentameris airoides,5,3,C,Cuscuta campestris,0,not on focal
Pentameris airoides,5,3,C,Pentameris airoides,35,
Pentameris airoides,5,3,C,Pogonolepis muelleriana,19,
Pentameris airoides,5,3,C,unknown sp3,1,FLAT FERN
Pentameris airoides,6,1,C,Calandrinia sp,4,
Pentameris airoides,6,1,C,Crassula sp,1,
Pentameris airoides,6,1,C,Pentameris airoides,21,
Pentameris airoides,6,2,C,NA,NA,
Pentameris airoides,6,3,C,Calandrinia sp,3,
Pentameris airoides,6,3,C,Haloragis odontocarpa,1,
Pentameris airoides,6,3,C,Pentameris airoides,6,
Pentameris airoides,6,3,C,Podolepis canescens,1,
Pentameris airoides,6,3,C,unknown sp8,1,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Pentameris airoides,6,3,C,Velleia rosea,2,
Pentameris airoides,7,1,C,Cheilanthes austrotenuifolia,1,20%
Pentameris airoides,7,1,C,Drosera sp,8,
Pentameris airoides,7,1,C,Pentameris airoides,30,
Pentameris airoides,7,1,C,unknown sp24,1,UNK. SPP 2:46pm 8/9/18
Pentameris airoides,7,1,C,unknown sp3,1,FLAT FERN
Pentameris airoides,7,1,C,unknown sp8,3,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Pentameris airoides,7,2,C,Crassula sp,1,
Pentameris airoides,7,2,C,Pentameris airoides,5,
Pentameris airoides,7,2,C,Schoenus nanus,2,
Pentameris airoides,7,2,C,unknown sp25,23,UNK. SPP 3:16pm 9/9/18
Pentameris airoides,7,2,C,unknown sp3,1,FLAT FERN
Pentameris airoides,7,2,C,Velleia rosea,1,
Pentameris airoides,7,2,C,Waitzia acuminata,1,
Pentameris airoides,7,3,C,Cheilanthes austrotenuifolia,1,30%
Pentameris airoides,7,3,C,Drosera sp,18,
Pentameris airoides,7,3,C,Lawrencella rosea,1,
